Record_Date,Equipment_ID,Equipment_Type,Fleet_Category,Manufacturer,Fuel_Type,Equipment_Age_Year,Daily_Operating_Hours,ULD_Handling_Count,Consecutive_Working_Days,Cargo_Weight_Handled_KG,Overload_Event_Count,Breakdown_Count_6M,Operator_Experience_Years,Battery_Status,Hydraulic_Leak_Observed,Warehouse_Zone,Outdoor_Usage,Warning_Indicator_Count,Downtime_Hours_Last_30D,Peak_Hour_Operations,Failure_Risk_Level
2025-04-19,F-024,Forklift,Ramp,Toyota,Electric,5.8,16,41,15,21894,8,181,6,Good,Yes,General Cargo,Yes,8,4,No,Medium
2025-04-19,F-016,Forklift,Cargo,Jungheinrich,Diesel,6.2,12,56,17,38864,8,151,11,Good,No,Import,No,8,8,No,Low
2025-04-19,CT-053,Cargo Tractor,Cargo,Jungheinrich,Electric,5.8,14,66,13,36828,5,105,10,Good,No,Cold Storage,No,8,1,Yes,Low
2025-04-19,UT-072,ULD Transporter,Warehouse,Hyster,Electric,6.0,12,52,18,19344,8,92,5,Good,Yes,Export,Yes,8,8,No,Medium
2025-04-19,PT-080,Pallet Transporter,Cargo,Jungheinrich,Electric,8.4,11,16,16,9024,6,102,7,Good,No,Import,Yes,5,0,Yes,Low
2025-04-19,F-009,Forklift,Ramp,Caterpillar,Electric,4.2,12,29,4,14065,1,159,7,Critical,No,Import,No,0,0,Yes,Low
2025-04-19,PT-081,Pallet Transporter,Ramp,Caterpillar,Diesel,4.7,12,46,12,30084,8,91,5,Good,No,General Cargo,No,8,3,No,Low
2025-04-19,SL-089,Scissor Lift,Cargo,Hyster,Electric,2.7,12,17,21,7565,8,48,13,Good,Yes,Import,No,8,4,Yes,Medium
2025-04-19,UT-066,ULD Transporter,Warehouse,Jungheinrich,Diesel,9.9,12,50,12,26350,5,82,10,Good,No,Import,Yes,6,1,No,Low
2025-04-19,F-010,Forklift,Warehouse,Hyster,Electric,6.4,13,17,10,9469,7,134,6,Good,No,Import,Yes,4,0,No,Low
2025-04-19,F-007,Forklift,Warehouse,Jungheinrich,Electric,9.2,14,70,11,37030,6,165,4,Good,Yes,Import,No,8,8,No,Medium
2025-04-19,F-021,Forklift,Cargo,Toyota,Electric,7.4,11,29,8,16037,4,174,10,Weak,No,Import,Yes,2,2,No,Low
2025-04-20,CT-045,Cargo Tractor,Ramp,Toyota,Electric,4.3,16,51,13,22644,6,112,5,Critical,No,Import,Yes,5,0,Yes,Low
2025-04-20,CT-058,Cargo Tractor,Warehouse,Jungheinrich,Diesel,5.5,13,62,17,42842,8,103,13,Good,No,Import,No,7,3,No,Low
2025-04-20,F-023,Forklift,Ramp,Jungheinrich,Diesel,8.4,14,46,17,15318,5,168,9,Weak,No,General Cargo,No,5,2,No,Low
2025-04-20,F-018,Forklift,Cargo,Caterpillar,Electric,8.0,13,16,16,5616,8,181,14,Good,No,Export,Yes,8,9,No,Medium
2025-04-20,F-005,Forklift,Ramp,Toyota,Diesel,6.7,12,42,15,17724,8,165,14,Good,Yes,Import,No,8,1,Yes,Low
2025-04-20,CT-050,Cargo Tractor,Cargo,Hyster,Diesel,6.8,13,37,17,23199,8,127,13,Good,No,General Cargo,No,8,10,No,Low
2025-04-20,BL-027,Belt Loader,Warehouse,Jungheinrich,Electric,4.7,14,34,18,15096,8,85,13,Good,Yes,Import,Yes,8,6,No,Medium
2025-04-20,CT-051,Cargo Tractor,Cargo,Caterpillar,Electric,8.8,15,70,14,48580,7,121,11,Good,Yes,General Cargo,No,4,1,Yes,High
2025-04-20,UT-070,ULD Transporter,Cargo,Toyota,Electric,6.1,14,67,15,43014,5,98,6,Weak,No,General Cargo,No,5,9,No,Low
2025-04-20,CT-059,Cargo Tractor,Warehouse,Jungheinrich,Electric,8.3,12,48,18,20448,8,117,7,Good,Yes,Import,No,8,11,No,High
2025-04-20,BL-039,Belt Loader,Cargo,Toyota,Diesel,3.6,14,36,21,18360,8,98,14,Good,No,Import,No,8,8,Yes,Low
2025-04-20,UT-062,ULD Transporter,Warehouse,Jungheinrich,Diesel,10.3,14,36,15,17280,7,103,11,Good,Yes,Cold Storage,Yes,8,13,No,Medium
2025-04-20,F-013,Forklift,Ramp,Toyota,Diesel,5.0,15,51,18,35598,8,163,7,Good,No,Export,No,8,17,No,Medium
2025-04-20,F-010,Forklift,Warehouse,Hyster,Electric,6.4,12,58,17,33466,7,135,2,Good,Yes,Import,No,4,0,Yes,Medium
2025-04-20,BL-033,Belt Loader,Warehouse,Jungheinrich,Diesel,9.0,11,39,18,26637,6,92,7,Good,Yes,Import,No,6,4,No,Medium
2025-04-20,BL-026,Belt Loader,Warehouse,Caterpillar,Diesel,7.8,14,66,17,37422,8,92,13,Good,No,General Cargo,No,8,2,No,Medium
2025-04-20,CT-046,Cargo Tractor,Ramp,Caterpillar,Electric,5.7,16,69,15,25875,8,106,12,Good,No,General Cargo,Yes,8,0,Yes,Low
2025-04-20,F-002,Forklift,Cargo,Caterpillar,Diesel,7.4,13,32,18,9952,4,157,8,Critical,No,General Cargo,No,3,5,No,Low
2025-04-20,PT-085,Pallet Transporter,Cargo,Hyster,Electric,2.7,14,61,17,30500,8,68,2,Good,Yes,Import,No,8,9,Yes,High
2025-04-20,BL-028,Belt Loader,Cargo,Toyota,Diesel,7.3,14,43,20,24553,8,85,7,Good,No,Export,No,8,0,No,Low
2025-04-20,F-012,Forklift,Ramp,Hyster,Electric,2.4,15,55,14,33495,8,180,4,Good,No,Export,No,7,5,Yes,Low
2025-04-20,BL-037,Belt Loader,Ramp,TLD,Diesel,3.0,13,24,14,15768,8,97,4,Good,Yes,Import,No,8,15,Yes,Medium
2025-04-21,BL-032,Belt Loader,Ramp,TLD,Electric,3.4,16,74,14,48618,8,85,15,Good,Yes,Export,No,8,10,Yes,High
2025-04-21,CT-053,Cargo Tractor,Cargo,Jungheinrich,Electric,5.8,10,33,9,20229,5,106,2,Good,No,Export,No,8,2,Yes,Low
2025-04-21,CT-060,Cargo Tractor,Warehouse,Jungheinrich,Electric,6.4,15,30,19,12990,8,101,13,Good,Yes,Export,Yes,8,3,No,Medium
2025-04-21,CT-055,Cargo Tractor,Cargo,Jungheinrich,Diesel,8.6,14,52,13,18980,5,104,9,Good,No,General Cargo,Yes,6,6,No,Low
2025-04-21,BL-034,Belt Loader,Warehouse,Toyota,Diesel,6.5,14,15,15,4590,6,92,9,Good,Yes,Export,No,6,15,Yes,Medium
2025-04-21,F-021,Forklift,Cargo,Toyota,Electric,7.4,14,53,8,33178,4,174,13,Weak,No,Export,Yes,2,2,No,Low
2025-04-21,UT-068,ULD Transporter,Warehouse,Hyster,Electric,8.0,12,16,19,7872,8,106,7,Good,No,Export,Yes,8,2,Yes,Low
2025-04-21,F-003,Forklift,Warehouse,Hyster,Diesel,4.3,11,25,16,13525,6,165,7,Good,Yes,Export,No,7,21,Yes,Medium
2025-04-21,CT-054,Cargo Tractor,Ramp,Caterpillar,Diesel,5.2,14,67,17,37989,8,103,12,Good,Yes,Cold Storage,Yes,8,13,No,High
2025-04-21,F-004,Forklift,Cargo,Caterpillar,Electric,9.6,14,29,17,12035,8,181,9,Good,No,Import,No,8,19,Yes,Medium
2025-04-21,F-006,Forklift,Warehouse,Hyster,Electric,3.9,14,52,9,30472,6,169,1,Good,Yes,Export,No,8,4,Yes,Medium
2025-04-21,BL-040,Belt Loader,Ramp,Toyota,Diesel,9.8,14,56,13,17528,8,94,11,Good,No,Export,Yes,8,2,No,Low
2025-04-21,PT-077,Pallet Transporter,Warehouse,Jungheinrich,Diesel,8.8,12,42,10,26418,7,97,4,Good,Yes,Cold Storage,Yes,8,7,Yes,Medium
2025-04-21,F-017,Forklift,Ramp,Hyster,Electric,2.8,13,68,14,47260,3,164,12,Weak,No,General Cargo,Yes,4,0,Yes,Low
2025-04-21,UT-073,ULD Transporter,Warehouse,Jungheinrich,Electric,4.9,14,37,20,21645,6,85,7,Good,Yes,Cold Storage,No,1,0,Yes,Low
2025-04-21,F-001,Forklift,Ramp,Hyster,Diesel,9.2,15,66,13,39336,6,166,10,Good,No,Cold Storage,No,6,0,No,Medium
2025-04-21,CT-044,Cargo Tractor,Ramp,TLD,Diesel,7.1,15,64,13,33088,7,119,9,Good,Yes,General Cargo,No,7,2,No,High
2025-04-21,CT-047,Cargo Tractor,Warehouse,Toyota,Diesel,8.0,9,53,8,22419,3,115,15,Weak,No,Export,No,4,0,No,Low
2025-04-21,F-011,Forklift,Warehouse,TLD,Electric,9.0,14,19,16,10279,8,178,10,Good,Yes,General Cargo,Yes,8,5,No,Medium
2025-04-21,F-008,Forklift,Ramp,Caterpillar,Diesel,6.2,12,62,9,21762,6,161,10,Good,Yes,Cold Storage,No,3,1,No,Low
2025-04-21,CT-056,Cargo Tractor,Ramp,Jungheinrich,Diesel,5.2,14,52,17,24336,8,108,3,Good,No,General Cargo,Yes,8,3,No,Low
2025-04-21,CT-048,Cargo Tractor,Cargo,TLD,Diesel,5.3,12,52,11,23556,6,114,7,Good,Yes,Import,Yes,5,8,Yes,Low
2025-04-21,F-018,Forklift,Cargo,Caterpillar,Electric,8.0,15,62,10,28086,8,181,14,Good,Yes,Export,Yes,8,10,No,High
2025-04-21,BL-036,Belt Loader,Warehouse,Caterpillar,Diesel,5.4,13,49,14,22246,2,92,11,Critical,No,Import,No,0,0,Yes,Low
2025-04-21,SL-087,Scissor Lift,Ramp,Hyster,Diesel,9.0,14,23,24,15203,8,44,3,Good,Yes,Import,No,7,0,Yes,Medium
2025-04-21,F-020,Forklift,Warehouse,Toyota,Diesel,3.2,12,71,12,23714,8,165,2,Good,No,Export,No,8,10,Yes,Low
2025-04-21,F-015,Forklift,Warehouse,Jungheinrich,Electric,5.3,13,31,10,21576,6,166,4,Good,No,Import,Yes,8,4,Yes,Low
2025-04-21,F-022,Forklift,Cargo,Jungheinrich,Diesel,3.5,14,44,18,24508,8,156,4,Good,No,Cold Storage,Yes,8,4,No,Low
2025-04-21,F-025,Forklift,Cargo,Jungheinrich,Diesel,7.6,13,52,21,28548,8,141,9,Good,No,Cold Storage,Yes,8,4,No,Low
2025-04-21,PT-082,Pallet Transporter,Ramp,Hyster,Electric,6.8,16,56,23,34888,8,105,8,Good,Yes,General Cargo,No,8,5,No,High
2025-04-21,F-014,Forklift,Ramp,Jungheinrich,Diesel,7.1,14,46,13,24288,8,177,11,Good,No,Export,No,8,9,Yes,Low
2025-04-21,UT-064,ULD Transporter,Warehouse,Caterpillar,Diesel,9.2,13,67,21,43416,6,99,14,Critical,No,Import,No,5,3,Yes,Medium
2025-04-21,F-007,Forklift,Warehouse,Jungheinrich,Electric,9.2,11,26,18,14092,7,166,4,Good,No,General Cargo,Yes,8,8,Yes,Low
2025-04-22,UT-071,ULD Transporter,Warehouse,TLD,Electric,9.7,11,27,20,11178,5,93,12,Weak,No,Import,No,2,1,No,Low
2025-04-22,CT-042,Cargo Tractor,Warehouse,Toyota,Electric,7.9,13,39,18,20319,8,117,11,Good,No,Import,No,7,8,Yes,Low
2025-04-22,F-013,Forklift,Ramp,Toyota,Diesel,5.0,14,29,20,11484,8,163,3,Good,Yes,Import,No,8,17,Yes,Medium
2025-04-22,CT-058,Cargo Tractor,Warehouse,Jungheinrich,Diesel,5.5,13,17,19,10523,8,104,11,Good,Yes,Cold Storage,Yes,7,3,No,Medium
2025-04-22,UT-063,ULD Transporter,Ramp,Caterpillar,Diesel,2.6,12,39,11,17238,2,81,13,Critical,No,Export,No,2,0,No,Low
2025-04-22,PT-081,Pallet Transporter,Ramp,Caterpillar,Diesel,4.8,13,69,13,25944,8,91,15,Good,No,Export,No,8,3,No,Low
2025-04-22,F-016,Forklift,Cargo,Jungheinrich,Diesel,6.2,12,36,13,16416,8,151,7,Good,Yes,Import,Yes,8,8,Yes,Low
2025-04-22,F-002,Forklift,Cargo,Caterpillar,Diesel,7.4,10,51,8,16422,4,157,13,Weak,No,Import,No,3,5,Yes,Low
2025-04-22,BL-035,Belt Loader,Ramp,Toyota,Diesel,7.2,11,24,15,10608,6,116,11,Good,No,Export,No,7,1,Yes,Low
2025-04-22,PT-079,Pallet Transporter,Ramp,Caterpillar,Electric,4.2,15,29,19,13050,8,95,4,Good,Yes,Import,Yes,8,12,Yes,High
2025-04-22,F-024,Forklift,Ramp,Toyota,Electric,5.8,14,59,19,28025,8,181,1,Good,No,Import,Yes,8,4,Yes,Low
2025-04-22,BL-031,Belt Loader,Cargo,Hyster,Electric,6.6,8,38,14,11932,1,77,9,Critical,No,General Cargo,No,3,0,Yes,Low
2025-04-22,CT-052,Cargo Tractor,Cargo,Jungheinrich,Diesel,6.0,13,62,17,34968,7,122,4,Good,No,Import,Yes,4,3,Yes,Low
2025-04-22,CT-043,Cargo Tractor,Cargo,Toyota,Diesel,9.3,13,19,18,9424,8,124,11,Good,No,General Cargo,No,8,8,Yes,Low
2025-04-22,F-003,Forklift,Warehouse,Hyster,Diesel,4.3,13,32,13,13152,6,166,13,Good,No,Import,Yes,7,21,No,Low
2025-04-22,CT-041,Cargo Tractor,Ramp,Hyster,Electric,7.0,11,25,15,9950,7,107,7,Good,No,Import,No,6,0,Yes,Low
2025-04-22,F-005,Forklift,Ramp,Toyota,Diesel,6.7,15,42,13,16422,8,166,9,Good,No,General Cargo,Yes,8,1,Yes,Low
2025-04-22,UT-065,ULD Transporter,Warehouse,TLD,Diesel,4.5,16,30,21,19290,8,71,12,Good,No,Export,Yes,8,8,No,Low
2025-04-22,CT-057,Cargo Tractor,Ramp,Caterpillar,Diesel,2.6,11,43,13,30014,6,72,7,Good,Yes,Cold Storage,No,2,1,No,Low
2025-04-22,UT-067,ULD Transporter,Ramp,Caterpillar,Electric,6.5,14,15,22,10395,8,115,12,Good,Yes,Export,No,7,21,No,Medium
2025-04-22,F-012,Forklift,Ramp,Hyster,Electric,2.4,12,68,17,31756,8,181,5,Good,No,Cold Storage,Yes,8,5,No,Low
2025-04-22,UT-061,ULD Transporter,Cargo,TLD,Electric,6.3,11,63,15,39186,6,110,13,Good,Yes,Import,No,4,3,No,Low
2025-04-22,BL-030,Belt Loader,Ramp,Caterpillar,Electric,2.6,11,21,16,7329,7,113,10,Good,Yes,Import,No,5,0,No,Low
2025-04-22,F-004,Forklift,Cargo,Caterpillar,Electric,9.6,12,74,10,43808,6,181,1,Critical,No,Import,Yes,5,16,Yes,High
2025-04-22,UT-075,ULD Transporter,Cargo,Jungheinrich,Diesel,9.0,11,20,13,13580,6,103,11,Good,No,Import,No,5,19,No,Low
2025-04-22,F-008,Forklift,Ramp,Caterpillar,Diesel,6.2,12,18,11,8892,7,162,2,Good,Yes,Cold Storage,No,3,2,No,Low
2025-04-22,BL-038,Belt Loader,Ramp,Jungheinrich,Electric,9.2,12,64,20,33984,8,85,11,Good,Yes,Cold Storage,Yes,8,1,Yes,High
2025-04-22,PT-076,Pallet Transporter,Ramp,Jungheinrich,Electric,8.5,12,15,14,6600,8,102,15,Good,No,Export,Yes,8,14,Yes,Low
2025-04-22,F-019,Forklift,Ramp,Hyster,Diesel,3.5,13,60,12,26220,8,191,7,Good,No,Cold Storage,No,7,1,Yes,Low
2025-04-22,F-022,Forklift,Cargo,Jungheinrich,Diesel,3.5,13,67,11,39262,8,157,12,Good,No,General Cargo,Yes,8,4,Yes,Low
2025-04-22,CT-059,Cargo Tractor,Warehouse,Jungheinrich,Electric,8.3,16,28,16,14084,8,117,12,Good,Yes,Cold Storage,No,8,12,No,High
2025-04-22,CT-050,Cargo Tractor,Cargo,Hyster,Diesel,6.8,12,45,20,28080,8,127,15,Good,Yes,Cold Storage,No,8,10,Yes,Medium
2025-04-22,F-020,Forklift,Warehouse,Toyota,Diesel,3.2,16,20,13,12380,8,166,15,Good,Yes,Import,Yes,8,10,Yes,High
2025-04-22,F-021,Forklift,Cargo,Toyota,Electric,7.4,13,23,9,11270,4,174,12,Weak,No,Export,No,3,2,Yes,Low
2025-04-22,F-009,Forklift,Ramp,Caterpillar,Electric,4.2,10,30,14,10950,1,159,8,Critical,No,Import,Yes,0,1,Yes,Low
2025-04-23,PT-078,Pallet Transporter,Cargo,Hyster,Electric,4.3,12,45,17,17280,6,91,11,Good,No,Cold Storage,Yes,4,1,No,Low
2025-04-23,BL-032,Belt Loader,Ramp,TLD,Electric,3.4,16,21,12,11529,8,85,13,Good,Yes,Cold Storage,Yes,8,10,No,Medium
2025-04-23,F-002,Forklift,Cargo,Caterpillar,Diesel,7.4,13,66,6,19800,4,157,14,Weak,No,Import,No,3,5,No,Low
2025-04-23,CT-048,Cargo Tractor,Cargo,TLD,Diesel,5.3,13,15,10,9510,7,115,15,Good,Yes,General Cargo,Yes,6,8,Yes,Low
2025-04-23,UT-072,ULD Transporter,Warehouse,Hyster,Electric,6.0,15,20,18,9980,8,93,10,Good,No,Cold Storage,Yes,8,8,Yes,Low
2025-04-23,F-005,Forklift,Ramp,Toyota,Diesel,6.7,12,63,10,22239,8,166,9,Good,No,General Cargo,Yes,8,2,Yes,Low
2025-04-23,SL-088,Scissor Lift,Warehouse,TLD,Diesel,8.3,12,18,21,8658,8,42,2,Good,Yes,Import,Yes,8,11,No,High
2025-04-23,BL-029,Belt Loader,Cargo,Hyster,Diesel,3.2,15,74,21,31524,8,102,1,Good,No,Cold Storage,No,8,3,No,Medium
2025-04-23,F-011,Forklift,Warehouse,TLD,Electric,9.0,12,21,16,12642,8,178,3,Good,No,Cold Storage,No,8,5,No,Low
2025-04-23,F-003,Forklift,Warehouse,Hyster,Diesel,4.3,12,34,13,13022,7,167,4,Good,Yes,Import,Yes,7,22,Yes,Medium
2025-04-23,F-007,Forklift,Warehouse,Jungheinrich,Electric,9.2,13,22,16,12276,8,166,10,Good,No,Export,Yes,8,8,No,Low
2025-04-23,F-020,Forklift,Warehouse,Toyota,Diesel,3.2,14,58,19,34046,8,166,1,Good,Yes,General Cargo,Yes,8,10,No,High
2025-04-23,PT-084,Pallet Transporter,Cargo,Caterpillar,Electric,6.7,13,16,20,6976,7,93,12,Good,Yes,General Cargo,Yes,3,4,Yes,Low
2025-04-23,CT-049,Cargo Tractor,Warehouse,Toyota,Diesel,9.6,16,45,22,30960,8,109,4,Good,No,Import,Yes,8,3,Yes,High
2025-04-23,CT-044,Cargo Tractor,Ramp,TLD,Diesel,7.1,14,43,17,18490,7,119,4,Good,No,Export,Yes,8,2,No,Low
2025-04-23,F-023,Forklift,Ramp,Jungheinrich,Diesel,8.4,10,30,13,18090,5,169,2,Weak,No,Import,Yes,5,2,No,Low
2025-04-23,F-001,Forklift,Ramp,Hyster,Diesel,9.3,13,25,18,7950,6,166,12,Good,No,Cold Storage,Yes,6,0,Yes,Low
2025-04-23,F-018,Forklift,Cargo,Caterpillar,Electric,8.0,13,16,15,9408,8,181,13,Good,No,Cold Storage,Yes,8,10,No,Low
2025-04-23,PT-083,Pallet Transporter,Warehouse,Jungheinrich,Electric,3.6,15,33,22,18480,8,82,9,Good,No,Import,No,8,10,No,Low
2025-04-23,CT-060,Cargo Tractor,Warehouse,Jungheinrich,Electric,6.4,12,45,17,13545,8,102,3,Good,Yes,Import,No,8,3,Yes,Medium
2025-04-23,F-010,Forklift,Warehouse,Hyster,Electric,6.4,14,24,18,13968,7,135,7,Good,Yes,Export,No,4,1,No,Low
2025-04-23,SL-086,Scissor Lift,Ramp,Caterpillar,Electric,7.5,9,40,14,23880,2,31,14,Critical,No,General Cargo,No,1,0,Yes,Low
2025-04-23,F-008,Forklift,Ramp,Caterpillar,Diesel,6.2,14,69,15,39399,7,162,5,Good,Yes,General Cargo,Yes,4,2,No,Low
2025-04-23,PT-085,Pallet Transporter,Cargo,Hyster,Electric,2.7,13,64,16,36224,8,69,15,Good,No,Export,No,8,9,No,Medium
2025-04-23,CT-054,Cargo Tractor,Ramp,Caterpillar,Diesel,5.2,13,51,12,24480,8,103,1,Good,No,Export,Yes,8,13,Yes,Low
2025-04-23,F-024,Forklift,Ramp,Toyota,Electric,5.8,14,37,11,18056,8,182,6,Good,Yes,Import,No,8,4,No,Low
2025-04-23,F-009,Forklift,Ramp,Caterpillar,Electric,4.2,8,57,5,23769,1,159,11,Critical,No,Export,No,0,1,No,Low
2025-04-23,F-025,Forklift,Cargo,Jungheinrich,Diesel,7.6,15,72,12,30024,8,141,14,Good,Yes,General Cargo,No,8,4,No,High
2025-04-24,PT-080,Pallet Transporter,Cargo,Jungheinrich,Electric,8.4,13,47,16,14758,6,102,12,Good,Yes,General Cargo,No,5,0,Yes,Medium
2025-04-24,CT-047,Cargo Tractor,Warehouse,Toyota,Diesel,8.0,9,74,16,37814,3,115,4,Weak,No,Export,Yes,5,0,Yes,Medium
2025-04-24,BL-037,Belt Loader,Ramp,TLD,Diesel,3.0,13,35,13,10780,8,97,11,Good,No,General Cargo,No,8,15,Yes,Low
2025-04-24,CT-045,Cargo Tractor,Ramp,Toyota,Electric,4.3,13,38,11,18658,6,112,10,Good,No,General Cargo,No,5,0,No,Low
2025-04-24,CT-041,Cargo Tractor,Ramp,Hyster,Electric,7.0,15,73,13,28397,7,107,11,Good,Yes,Export,Yes,6,0,No,Medium
2025-04-24,CT-046,Cargo Tractor,Ramp,Caterpillar,Electric,5.7,13,64,16,33344,8,107,2,Good,No,General Cargo,Yes,8,0,Yes,Medium
2025-04-24,UT-074,ULD Transporter,Cargo,Jungheinrich,Diesel,3.4,11,64,15,20032,3,91,10,Weak,No,Cold Storage,Yes,5,1,Yes,Low
2025-04-24,F-004,Forklift,Cargo,Caterpillar,Electric,9.6,15,45,12,17235,7,182,12,Good,Yes,General Cargo,No,5,17,No,Medium
2025-04-24,F-021,Forklift,Cargo,Toyota,Electric,7.4,10,43,14,25628,4,174,2,Weak,No,Export,Yes,4,2,No,Low
2025-04-24,UT-070,ULD Transporter,Cargo,Toyota,Electric,6.1,13,20,13,6140,6,98,15,Good,No,Import,Yes,6,10,Yes,Low
2025-04-24,CT-051,Cargo Tractor,Cargo,Caterpillar,Electric,8.8,11,61,20,25925,7,121,7,Good,Yes,Export,Yes,4,1,No,Medium
2025-04-24,F-010,Forklift,Warehouse,Hyster,Electric,6.4,14,24,12,10392,8,135,11,Good,Yes,Cold Storage,No,5,2,No,Low
2025-04-24,F-006,Forklift,Warehouse,Hyster,Electric,3.9,11,51,14,32844,6,170,1,Good,Yes,Import,No,8,4,Yes,Medium
2025-04-24,BL-028,Belt Loader,Cargo,Toyota,Diesel,7.3,16,58,16,38860,8,85,6,Good,Yes,Import,No,8,0,Yes,High
2025-04-24,F-016,Forklift,Cargo,Jungheinrich,Diesel,6.2,12,33,17,18315,8,152,11,Good,Yes,General Cargo,No,8,8,No,Low
2025-04-24,F-013,Forklift,Ramp,Toyota,Diesel,5.0,14,29,15,19691,8,164,3,Good,Yes,Export,Yes,8,17,No,Medium
2025-04-24,F-025,Forklift,Cargo,Jungheinrich,Diesel,7.6,13,57,13,33744,8,141,3,Good,Yes,Export,No,8,4,No,Medium
2025-04-24,BL-038,Belt Loader,Ramp,Jungheinrich,Electric,9.2,12,52,17,17368,8,86,3,Good,No,Import,Yes,8,2,Yes,Low
2025-04-24,UT-069,ULD Transporter,Ramp,TLD,Diesel,10.1,14,50,14,30450,8,99,11,Good,Yes,Import,Yes,8,14,No,High
2025-04-24,UT-062,ULD Transporter,Warehouse,Jungheinrich,Diesel,10.3,11,55,12,34815,7,104,4,Good,No,Import,No,8,14,No,Low
2025-04-24,CT-058,Cargo Tractor,Warehouse,Jungheinrich,Diesel,5.5,16,60,19,22380,8,105,7,Good,No,Export,No,8,3,No,Low
2025-04-24,F-017,Forklift,Ramp,Hyster,Electric,2.8,10,64,9,20864,3,164,13,Weak,No,General Cargo,Yes,4,0,No,Low
2025-04-24,PT-082,Pallet Transporter,Ramp,Hyster,Electric,6.8,12,32,21,22208,8,105,9,Good,No,General Cargo,No,8,5,Yes,Low
2025-04-24,F-007,Forklift,Warehouse,Jungheinrich,Electric,9.2,15,35,16,19495,8,166,5,Good,No,General Cargo,Yes,8,8,No,Medium
2025-04-24,UT-066,ULD Transporter,Warehouse,Jungheinrich,Diesel,10.0,10,39,13,15990,5,83,5,Good,No,Import,No,7,1,No,Low
2025-04-24,F-015,Forklift,Warehouse,Jungheinrich,Electric,5.3,11,33,14,19866,7,167,1,Good,Yes,Export,No,8,4,Yes,Low
2025-04-24,F-014,Forklift,Ramp,Jungheinrich,Diesel,7.1,14,31,16,14756,8,177,9,Good,No,Export,No,8,10,No,Low
2025-04-24,BL-026,Belt Loader,Warehouse,Caterpillar,Diesel,7.8,16,70,18,46200,8,92,4,Good,Yes,Cold Storage,No,8,2,No,High
2025-04-24,CT-059,Cargo Tractor,Warehouse,Jungheinrich,Electric,8.4,13,59,12,34987,8,117,2,Good,No,Export,No,8,12,Yes,Medium
2025-04-24,F-009,Forklift,Ramp,Caterpillar,Electric,4.2,10,23,9,7613,2,159,14,Critical,No,Import,No,0,1,No,Low
2025-04-24,F-024,Forklift,Ramp,Toyota,Electric,5.8,16,71,18,39192,8,182,10,Good,Yes,Import,No,8,4,No,High
2025-04-25,CT-055,Cargo Tractor,Cargo,Jungheinrich,Diesel,8.6,13,28,16,9520,6,105,3,Good,Yes,Import,Yes,7,7,No,Medium
2025-04-25,F-019,Forklift,Ramp,Hyster,Diesel,3.5,14,61,18,34038,8,192,3,Good,Yes,Cold Storage,No,7,1,Yes,High
2025-04-25,F-002,Forklift,Cargo,Caterpillar,Diesel,7.4,14,38,14,20254,4,157,9,Weak,No,Cold Storage,No,4,5,Yes,Low
2025-04-25,F-020,Forklift,Warehouse,Toyota,Diesel,3.2,13,27,17,10233,8,166,7,Good,Yes,Cold Storage,Yes,8,11,No,Medium
2025-04-25,BL-033,Belt Loader,Warehouse,Jungheinrich,Diesel,9.1,12,17,21,7191,6,92,10,Good,No,Export,No,6,4,No,Low
2025-04-25,BL-039,Belt Loader,Cargo,Toyota,Diesel,3.7,12,54,15,19818,8,98,13,Good,Yes,General Cargo,Yes,8,8,Yes,Low
2025-04-25,F-001,Forklift,Ramp,Hyster,Diesel,9.3,11,23,10,12834,6,166,14,Good,No,Export,Yes,6,0,No,Low
2025-04-25,CT-057,Cargo Tractor,Ramp,Caterpillar,Diesel,2.6,12,22,12,9262,6,73,5,Good,No,Cold Storage,No,2,1,Yes,Low
2025-04-25,F-012,Forklift,Ramp,Hyster,Electric,2.4,15,20,13,8500,8,182,14,Good,Yes,Cold Storage,No,8,5,No,Low
2025-04-25,F-014,Forklift,Ramp,Jungheinrich,Diesel,7.1,16,51,19,19737,8,178,1,Good,Yes,Import,Yes,8,10,No,High
2025-04-25,F-022,Forklift,Cargo,Jungheinrich,Diesel,3.5,15,26,18,16770,8,157,4,Good,Yes,Export,No,8,5,No,Medium
2025-04-25,F-008,Forklift,Ramp,Caterpillar,Diesel,6.3,11,48,19,28032,7,162,8,Good,No,Cold Storage,No,5,2,Yes,Low
2025-04-25,CT-050,Cargo Tractor,Cargo,Hyster,Diesel,6.8,15,69,14,47748,8,128,10,Good,No,General Cargo,No,8,11,Yes,Medium
2025-04-25,CT-044,Cargo Tractor,Ramp,TLD,Diesel,7.1,15,30,15,9270,7,119,7,Good,No,Import,No,8,2,Yes,Low
2025-04-25,BL-027,Belt Loader,Warehouse,Jungheinrich,Electric,4.7,13,37,22,22533,8,86,11,Good,Yes,Export,Yes,8,7,Yes,Medium
2025-04-25,F-005,Forklift,Ramp,Toyota,Diesel,6.7,16,16,12,10016,8,166,8,Good,Yes,Cold Storage,Yes,8,2,No,Medium
2025-04-25,PT-083,Pallet Transporter,Warehouse,Jungheinrich,Electric,3.6,12,31,12,9455,8,82,9,Good,No,Export,Yes,8,10,Yes,Low
2025-04-25,SL-090,Scissor Lift,Warehouse,Toyota,Diesel,2.8,14,44,17,13200,8,40,15,Good,No,Cold Storage,Yes,7,2,No,Low
